book,book_full,category,chapter,orig_pj,orig_std,strip_pj,strip_std,delta,flipped,fully_editorial,n_stripped,categories_hit,orig_text,stripped_text,tokens_removed,robustness,random_flip_count,p_value
Matt,Matthew,Gospel,7,0.9392,0.0931,0.9507,0.0455,-0.0114,False,False,5,eschatological,"Κύριε κύριε εἰσελεύσεται εἰς τὴν βασιλείαν τῶν οὐρανῶν, ἀλλ’ ὁ ποιῶν τὸ θέλημα τοῦ πατρός μου τοῦ ἐν ⸀τοῖς οὐρανοῖς.",Κύριε κύριε εἰσελεύσεται ἀλλ’ ὁ ποιῶν τὸ θέλημα τοῦ πατρός μου τοῦ ἐν ⸀τοῖς οὐρανοῖς.,"εἰς|τὴν|βασιλείαν|τῶν|οὐρανῶν,",,,
Matt,Matthew,Gospel,8,0.9906,0.0097,0.9605,0.0331,0.0300,False,False,5,eschatological,λέγω δὲ ὑμῖν ὅτι πολλοὶ ἀπὸ ἀνατολῶν καὶ δυσμῶν ἥξουσιν καὶ ἀνακλιθήσονται μετὰ Ἀβραὰμ καὶ Ἰσαὰκ καὶ Ἰακὼβ ἐν τῇ βασιλείᾳ τῶν οὐρανῶν·,λέγω δὲ ὑμῖν ὅτι πολλοὶ ἀπὸ ἀνατολῶν καὶ δυσμῶν ἥξουσιν καὶ ἀνακλιθήσονται μετὰ Ἀβραὰμ καὶ Ἰσαὰκ καὶ Ἰακὼβ,ἐν|τῇ|βασιλείᾳ|τῶν|οὐρανῶν·,,,
Matt,Matthew,Gospel,8,0.7917,0.1541,0.7918,0.1636,-0.0001,False,False,2,eschatological,οἱ δὲ υἱοὶ τῆς βασιλείας ἐκβληθήσονται εἰς τὸ σκότος τὸ ἐξώτερον·,οἱ δὲ υἱοὶ ἐκβληθήσονται εἰς τὸ σκότος τὸ ἐξώτερον·,τῆς|βασιλείας,,,
Matt,Matthew,Gospel,8,0.9020,0.1076,0.6899,0.2211,0.2121,False,False,2,pneumatological,"καὶ ἐξέβαλεν τὰ πνεύματα λόγῳ, καὶ πάντας τοὺς κακῶς ἔχοντας ἐθεράπευσεν·","καὶ ἐξέβαλεν λόγῳ, καὶ πάντας τοὺς κακῶς ἔχοντας ἐθεράπευσεν·",τὰ|πνεύματα,,,
Matt,Matthew,Gospel,9,0.7293,0.1122,0.7862,0.1283,-0.0570,False,False,2,hamartiology,"Θάρσει, τέκνον· ⸀ἀφίενταί ⸂σου αἱ ἁμαρτίαι⸃.","Θάρσει, τέκνον· ⸀ἀφίενταί ⸂σου",αἱ|ἁμαρτίαι⸃.,,,
Matt,Matthew,Gospel,9,0.7533,0.1115,0.6740,0.1013,0.0792,False,False,2,hamartiology,"⸀Ἀφίενταί σου αἱ ἁμαρτίαι, ἢ εἰπεῖν·",⸀Ἀφίενταί σου ἢ εἰπεῖν·,"αἱ|ἁμαρτίαι,",,,
Matt,Matthew,Gospel,9,0.9825,0.0169,0.9900,0.0086,-0.0075,False,False,1,hamartiology,ἵνα δὲ εἰδῆτε ὅτι ἐξουσίαν ἔχει ὁ υἱὸς τοῦ ἀνθρώπου ἐπὶ τῆς γῆς ἀφιέναι ἁμαρτίας— τότε λέγει τῷ παραλυτικῷ·,ἵνα δὲ εἰδῆτε ὅτι ἐξουσίαν ἔχει ὁ υἱὸς τοῦ ἀνθρώπου ἐπὶ τῆς γῆς ἀφιέναι τότε λέγει τῷ παραλυτικῷ·,ἁμαρτίας—,,,
Matt,Matthew,Gospel,9,0.9977,0.0056,0.9967,0.0075,0.0010,False,False,2,eschatological,"Καὶ περιῆγεν ὁ Ἰησοῦς τὰς πόλεις πάσας καὶ τὰς κώμας, διδάσκων ἐν ταῖς συναγωγαῖς αὐτῶν καὶ κηρύσσων τὸ εὐαγγέλιον τῆς βασιλείας καὶ θεραπεύων πᾶσαν νόσον καὶ πᾶσαν ⸀μαλακίαν.","Καὶ περιῆγεν ὁ Ἰησοῦς τὰς πόλεις πάσας καὶ τὰς κώμας, διδάσκων ἐν ταῖς συναγωγαῖς αὐτῶν καὶ κηρύσσων τὸ εὐαγγέλιον καὶ θεραπεύων πᾶσαν νόσον καὶ πᾶσαν ⸀μαλακίαν.",τῆς|βασιλείας,,,
Matt,Matthew,Gospel,10,0.8432,0.1592,0.9231,0.0760,-0.0799,False,False,2,pneumatological,Καὶ προσκαλεσάμενος τοὺς δώδεκα μαθητὰς αὐτοῦ ἔδωκεν αὐτοῖς ἐξουσίαν πνευμάτων ἀκαθάρτων ὥστε ἐκβάλλειν αὐτὰ καὶ θεραπεύειν πᾶσαν νόσον καὶ πᾶσαν μαλακίαν.,Καὶ προσκαλεσάμενος τοὺς δώδεκα μαθητὰς αὐτοῦ ἔδωκεν αὐτοῖς ἐξουσίαν ὥστε ἐκβάλλειν αὐτὰ καὶ θεραπεύειν πᾶσαν νόσον καὶ πᾶσαν μαλακίαν.,πνευμάτων|ἀκαθάρτων,,,
Matt,Matthew,Gospel,10,0.5408,0.0834,0.7798,0.1305,-0.2391,False,False,3,ecclesiological,τῶν δὲ δώδεκα ἀποστόλων τὰ ὀνόματά ἐστιν ταῦτα·,δὲ τὰ ὀνόματά ἐστιν ταῦτα·,τῶν|δώδεκα|ἀποστόλων,,,
Matt,Matthew,Gospel,10,0.7081,0.1761,0.2972,0.1489,0.4109,True,False,4,eschatological,πορευόμενοι δὲ κηρύσσετε λέγοντες ὅτι Ἤγγικεν ἡ βασιλεία τῶν οὐρανῶν.,πορευόμενοι δὲ κηρύσσετε λέγοντες ὅτι Ἤγγικεν,ἡ|βασιλεία|τῶν|οὐρανῶν.,FRAGILE,62,0.6237623762376238
Matt,Matthew,Gospel,10,0.8804,0.1120,0.7430,0.1364,0.1374,False,False,5,pneumatological,οὐ γὰρ ὑμεῖς ἐστε οἱ λαλοῦντες ἀλλὰ τὸ πνεῦμα τοῦ πατρὸς ὑμῶν τὸ λαλοῦν ἐν ὑμῖν.,οὐ γὰρ ὑμεῖς ἐστε λαλοῦντες ἀλλὰ ὑμῶν τὸ λαλοῦν ἐν ὑμῖν.,οἱ|τὸ|πνεῦμα|τοῦ|πατρὸς,,,
Matt,Matthew,Gospel,10,0.9638,0.0692,0.8940,0.0783,0.0698,False,False,2,creedal,"καὶ ὃς οὐ λαμβάνει τὸν σταυρὸν αὐτοῦ καὶ ἀκολουθεῖ ὀπίσω μου, οὐκ ἔστιν μου ἄξιος.","καὶ ὃς οὐ λαμβάνει αὐτοῦ καὶ ἀκολουθεῖ ὀπίσω μου, οὐκ ἔστιν μου ἄξιος.",τὸν|σταυρὸν,,,
Matt,Matthew,Gospel,11,0.9079,0.0707,0.4248,0.1670,0.4831,True,False,7,eschatological,ὁ δὲ μικρότερος ἐν τῇ βασιλείᾳ τῶν οὐρανῶν μείζων αὐτοῦ ἐστιν.,δὲ μείζων αὐτοῦ ἐστιν.,ὁ|μικρότερος|ἐν|τῇ|βασιλείᾳ|τῶν|οὐρανῶν,RARE,3,0.039603960396039604
Matt,Matthew,Gospel,11,0.9225,0.0891,0.9244,0.0527,-0.0019,False,False,5,eschatological,"ἀπὸ δὲ τῶν ἡμερῶν Ἰωάννου τοῦ βαπτιστοῦ ἕως ἄρτι ἡ βασιλεία τῶν οὐρανῶν βιάζεται, καὶ βιασταὶ ἁρπάζουσιν αὐτήν.","ἀπὸ δὲ τῶν ἡμερῶν Ἰωάννου τοῦ βαπτιστοῦ ἄρτι βιάζεται, καὶ βιασταὶ ἁρπάζουσιν αὐτήν.",ἕως|ἡ|βασιλεία|τῶν|οὐρανῶν,,,
Matt,Matthew,Gospel,11,0.9325,0.0523,0.8836,0.0881,0.0489,False,False,1,hamartiology,"Τότε ⸀ἤρξατο ὀνειδίζειν τὰς πόλεις ἐν αἷς ἐγένοντο αἱ πλεῖσται δυνάμεις αὐτοῦ, ὅτι οὐ μετενόησαν·","Τότε ⸀ἤρξατο ὀνειδίζειν τὰς πόλεις ἐν αἷς ἐγένοντο αἱ πλεῖσται δυνάμεις αὐτοῦ, ὅτι οὐ",μετενόησαν·,,,
Matt,Matthew,Gospel,12,0.8552,0.1998,0.7934,0.2162,0.0619,False,False,2,pneumatological,"θήσω τὸ πνεῦμά μου ἐπ’ αὐτόν, καὶ κρίσιν τοῖς ἔθνεσιν ἀπαγγελεῖ.","θήσω μου ἐπ’ αὐτόν, καὶ κρίσιν τοῖς ἔθνεσιν ἀπαγγελεῖ.",τὸ|πνεῦμά,,,
Matt,Matthew,Gospel,12,0.9304,0.0628,0.8699,0.1121,0.0605,False,False,2,eschatological,"Πᾶσα βασιλεία μερισθεῖσα καθ’ ἑαυτῆς ἐρημοῦται, καὶ πᾶσα πόλις ἢ οἰκία μερισθεῖσα καθ’ ἑαυτῆς οὐ σταθήσεται.","μερισθεῖσα καθ’ ἑαυτῆς ἐρημοῦται, καὶ πᾶσα πόλις ἢ οἰκία μερισθεῖσα καθ’ ἑαυτῆς οὐ σταθήσεται.",Πᾶσα|βασιλεία,,,
Matt,Matthew,Gospel,12,0.9547,0.0807,0.7607,0.1530,0.1940,False,False,2,eschatological,πῶς οὖν σταθήσεται ἡ βασιλεία αὐτοῦ;,πῶς οὖν σταθήσεται αὐτοῦ;,ἡ|βασιλεία,,,
Matt,Matthew,Gospel,12,0.9743,0.0401,0.9629,0.0483,0.0113,False,False,7,pneumatological|eschatological,"εἰ δὲ ἐν πνεύματι θεοῦ ἐγὼ ἐκβάλλω τὰ δαιμόνια, ἄρα ἔφθασεν ἐφ’ ὑμᾶς ἡ βασιλεία τοῦ θεοῦ.","εἰ δὲ ἐγὼ ἐκβάλλω τὰ δαιμόνια, ἄρα ἔφθασεν ἐφ’ ὑμᾶς",ἐν|πνεύματι|θεοῦ|ἡ|βασιλεία|τοῦ|θεοῦ.,,,
Matt,Matthew,Gospel,12,0.8325,0.1853,0.4292,0.2358,0.4033,True,False,5,hamartiology|pneumatological,"διὰ τοῦτο λέγω ὑμῖν, πᾶσα ἁμαρτία καὶ βλασφημία ἀφεθήσεται τοῖς ἀνθρώποις, ἡ δὲ τοῦ πνεύματος βλασφημία οὐκ ⸀ἀφεθήσεται.","διὰ τοῦτο λέγω ὑμῖν, καὶ βλασφημία ἀφεθήσεται τοῖς ἀνθρώποις, δὲ βλασφημία οὐκ ⸀ἀφεθήσεται.",πᾶσα|ἁμαρτία|ἡ|τοῦ|πνεύματος,FRAGILE,21,0.21782178217821782
Matt,Matthew,Gospel,12,0.8604,0.1357,0.5770,0.2104,0.2834,False,False,1,hamartiology,"ὅτι μετενόησαν εἰς τὸ κήρυγμα Ἰωνᾶ, καὶ ἰδοὺ πλεῖον Ἰωνᾶ ὧδε.","ὅτι εἰς τὸ κήρυγμα Ἰωνᾶ, καὶ ἰδοὺ πλεῖον Ἰωνᾶ ὧδε.",μετενόησαν,,,
Matt,Matthew,Gospel,12,0.9213,0.0510,0.4278,0.1691,0.4934,True,False,9,pneumatological,"Ὅταν δὲ τὸ ἀκάθαρτον πνεῦμα ἐξέλθῃ ἀπὸ τοῦ ἀνθρώπου, διέρχεται δι’ ἀνύδρων τόπων ζητοῦν ἀνάπαυσιν, καὶ οὐχ εὑρίσκει.","Ὅταν δὲ ἐξέλθῃ διέρχεται ζητοῦν ἀνάπαυσιν, καὶ οὐχ εὑρίσκει.","τὸ|ἀκάθαρτον|πνεῦμα|ἀπὸ|τοῦ|ἀνθρώπου,|δι’|ἀνύδρων|τόπων",FRAGILE,45,0.45544554455445546
Matt,Matthew,Gospel,12,0.7517,0.1378,0.5920,0.1867,0.1597,False,False,3,pneumatological,"τότε πορεύεται καὶ παραλαμβάνει μεθ’ ἑαυτοῦ ἑπτὰ ἕτερα πνεύματα πονηρότερα ἑαυτοῦ, καὶ εἰσελθόντα κατοικεῖ ἐκεῖ·","τότε πορεύεται καὶ παραλαμβάνει μεθ’ ἑαυτοῦ πονηρότερα ἑαυτοῦ, καὶ εἰσελθόντα κατοικεῖ ἐκεῖ·",ἑπτὰ|ἕτερα|πνεύματα,,,
Matt,Matthew,Gospel,13,0.8966,0.1298,0.7047,0.2089,0.1919,False,False,4,eschatological,"Ὅτι ὑμῖν δέδοται γνῶναι τὰ μυστήρια τῆς βασιλείας τῶν οὐρανῶν, ἐκείνοις δὲ οὐ δέδοται.",Ὅτι ὑμῖν δέδοται γνῶναι τὰ μυστήρια ἐκείνοις δὲ οὐ δέδοται.,"τῆς|βασιλείας|τῶν|οὐρανῶν,",,,
Matt,Matthew,Gospel,13,0.9967,0.0049,0.9755,0.0315,0.0212,False,False,4,eschatological,"παντὸς ἀκούοντος τὸν λόγον τῆς βασιλείας καὶ μὴ συνιέντος, ἔρχεται ὁ πονηρὸς καὶ ἁρπάζει τὸ ἐσπαρμένον ἐν τῇ καρδίᾳ αὐτοῦ·","παντὸς ἀκούοντος τὸν λόγον καὶ μὴ συνιέντος, ἔρχεται καὶ ἁρπάζει τὸ ἐσπαρμένον ἐν τῇ καρδίᾳ αὐτοῦ·",τῆς|βασιλείας|ὁ|πονηρὸς,,,
Matt,Matthew,Gospel,13,0.9898,0.0123,0.9713,0.0152,0.0185,False,False,4,eschatological,Ὡμοιώθη ἡ βασιλεία τῶν οὐρανῶν ἀνθρώπῳ ⸀σπείραντι καλὸν σπέρμα ἐν τῷ ἀγρῷ αὐτοῦ.,Ὡμοιώθη ἀνθρώπῳ ⸀σπείραντι καλὸν σπέρμα ἐν τῷ ἀγρῷ αὐτοῦ.,ἡ|βασιλεία|τῶν|οὐρανῶν,,,
Matt,Matthew,Gospel,13,0.9956,0.0044,0.9939,0.0059,0.0017,False,False,5,eschatological,"Ὁμοία ἐστὶν ἡ βασιλεία τῶν οὐρανῶν κόκκῳ σινάπεως, ὃν λαβὼν ἄνθρωπος ἔσπειρεν ἐν τῷ ἀγρῷ αὐτοῦ·","ἐστὶν κόκκῳ σινάπεως, ὃν λαβὼν ἄνθρωπος ἔσπειρεν ἐν τῷ ἀγρῷ αὐτοῦ·",Ὁμοία|ἡ|βασιλεία|τῶν|οὐρανῶν,,,
Matt,Matthew,Gospel,13,0.9666,0.0373,0.9361,0.0479,0.0306,False,False,5,eschatological,"Ὁμοία ἐστὶν ἡ βασιλεία τῶν οὐρανῶν ζύμῃ, ἣν λαβοῦσα γυνὴ ⸀ἐνέκρυψεν εἰς ἀλεύρου σάτα τρία ἕως οὗ ἐζυμώθη ὅλον.","ἐστὶν ζύμῃ, ἣν λαβοῦσα γυνὴ ⸀ἐνέκρυψεν εἰς ἀλεύρου σάτα τρία ἕως οὗ ἐζυμώθη ὅλον.",Ὁμοία|ἡ|βασιλεία|τῶν|οὐρανῶν,,,
Matt,Matthew,Gospel,13,0.6459,0.1846,0.4524,0.1945,0.1935,True,False,2,eschatological,"τὸ δὲ καλὸν σπέρμα, οὗτοί εἰσιν οἱ υἱοὶ τῆς βασιλείας·","τὸ δὲ καλὸν σπέρμα, οὗτοί εἰσιν οἱ υἱοὶ",τῆς|βασιλείας·,RARE,5,0.0594059405940594
