book,book_full,category,chapter,orig_pj,orig_std,strip_pj,strip_std,delta,flipped,fully_editorial,n_stripped,categories_hit,orig_text,stripped_text,tokens_removed,robustness,random_flip_count,p_value
Matt,Matthew,Gospel,4,0.9977,0.0055,0.9948,0.0055,0.0029,False,False,4,soteriology,"Καὶ περιῆγεν ⸂ἐν ὅλῃ τῇ Γαλιλαίᾳ⸃, διδάσκων ἐν ταῖς συναγωγαῖς αὐτῶν καὶ κηρύσσων τὸ εὐαγγέλιον τῆς βασιλείας καὶ θεραπεύων πᾶσαν νόσον καὶ πᾶσαν μαλακίαν ἐν τῷ λαῷ.","Καὶ περιῆγεν ⸂ἐν ὅλῃ τῇ Γαλιλαίᾳ⸃, διδάσκων ἐν ταῖς συναγωγαῖς αὐτῶν καὶ κηρύσσων καὶ θεραπεύων πᾶσαν νόσον καὶ πᾶσαν μαλακίαν ἐν τῷ λαῷ.",τὸ|εὐαγγέλιον|τῆς|βασιλείας,,,
Matt,Matthew,Gospel,5,0.8717,0.1131,0.7272,0.1723,0.1446,False,False,2,divine_reference,"οὕτως λαμψάτω τὸ φῶς ὑμῶν ἔμπροσθεν τῶν ἀνθρώπων, ὅπως ἴδωσιν ὑμῶν τὰ καλὰ ἔργα καὶ δοξάσωσιν τὸν πατέρα ὑμῶν τὸν ἐν τοῖς οὐρανοῖς.","οὕτως λαμψάτω τὸ φῶς ὑμῶν ἔμπροσθεν τῶν ἀνθρώπων, ὅπως ἴδωσιν ὑμῶν τὰ καλὰ ἔργα καὶ δοξάσωσιν ὑμῶν τὸν ἐν τοῖς οὐρανοῖς.",τὸν|πατέρα,,,
Matt,Matthew,Gospel,5,0.8592,0.1341,0.6100,0.1855,0.2492,False,False,2,divine_reference,"μήτε ἐν τῷ οὐρανῷ, ὅτι θρόνος ἐστὶν τοῦ θεοῦ·","μήτε ἐν τῷ οὐρανῷ, ὅτι θρόνος ἐστὶν",τοῦ|θεοῦ·,,,
Matt,Matthew,Gospel,5,0.9585,0.0674,0.8429,0.2941,0.1156,False,False,2,divine_reference,"ὅπως γένησθε υἱοὶ τοῦ πατρὸς ὑμῶν τοῦ ⸀ἐν οὐρανοῖς, ὅτι τὸν ἥλιον αὐτοῦ ἀνατέλλει ἐπὶ πονηροὺς καὶ ἀγαθοὺς καὶ βρέχει ἐπὶ δικαίους καὶ ἀδίκους.","ὅπως γένησθε υἱοὶ ὑμῶν τοῦ ⸀ἐν οὐρανοῖς, ὅτι τὸν ἥλιον αὐτοῦ ἀνατέλλει ἐπὶ πονηροὺς καὶ ἀγαθοὺς καὶ βρέχει ἐπὶ δικαίους καὶ ἀδίκους.",τοῦ|πατρὸς,,,
Matt,Matthew,Gospel,5,0.8461,0.1236,0.6823,0.2175,0.1638,False,False,3,divine_reference,Ἔσεσθε οὖν ὑμεῖς τέλειοι ⸀ὡς ὁ πατὴρ ὑμῶν ὁ ⸀οὐράνιος τέλειός ἐστιν.,Ἔσεσθε οὖν ὑμεῖς ⸀ὡς ὑμῶν ὁ ⸀οὐράνιος τέλειός ἐστιν.,τέλειοι|ὁ|πατὴρ,,,
Matt,Matthew,Gospel,6,0.9550,0.0650,0.6696,0.2499,0.2854,False,False,3,divine_reference,"εἰ δὲ μή γε, μισθὸν οὐκ ἔχετε παρὰ τῷ πατρὶ ὑμῶν τῷ ἐν τοῖς οὐρανοῖς.","εἰ δὲ μή γε, μισθὸν οὐκ ἔχετε ὑμῶν τῷ ἐν τοῖς οὐρανοῖς.",παρὰ|τῷ|πατρὶ,,,
Matt,Matthew,Gospel,6,0.9977,0.0025,0.9620,0.0628,0.0357,False,False,2,divine_reference,καὶ ὁ πατήρ σου ὁ βλέπων ἐν τῷ ⸀κρυπτῷ ἀποδώσει ⸀σοι.,καὶ σου ὁ βλέπων ἐν τῷ ⸀κρυπτῷ ἀποδώσει ⸀σοι.,ὁ|πατήρ,,,
Matt,Matthew,Gospel,6,0.9991,0.0009,0.9949,0.0050,0.0042,False,False,2,divine_reference,"σὺ δὲ ὅταν προσεύχῃ, εἴσελθε εἰς τὸ ταμεῖόν σου καὶ κλείσας τὴν θύραν σου πρόσευξαι τῷ πατρί σου τῷ ἐν τῷ κρυπτῷ·","σὺ δὲ ὅταν προσεύχῃ, εἴσελθε εἰς τὸ ταμεῖόν σου καὶ κλείσας τὴν θύραν σου πρόσευξαι σου τῷ ἐν τῷ κρυπτῷ·",τῷ|πατρί,,,
Matt,Matthew,Gospel,6,0.9977,0.0025,0.9620,0.0628,0.0357,False,False,2,divine_reference,καὶ ὁ πατήρ σου ὁ βλέπων ἐν τῷ κρυπτῷ ἀποδώσει ⸀σοι.,καὶ σου ὁ βλέπων ἐν τῷ κρυπτῷ ἀποδώσει ⸀σοι.,ὁ|πατήρ,,,
Matt,Matthew,Gospel,6,0.9750,0.0280,0.9399,0.0518,0.0351,False,False,2,divine_reference,"μὴ οὖν ὁμοιωθῆτε αὐτοῖς, οἶδεν γὰρ ⸀ὁ πατὴρ ὑμῶν ὧν χρείαν ἔχετε πρὸ τοῦ ὑμᾶς αἰτῆσαι αὐτόν.","μὴ οὖν ὁμοιωθῆτε αὐτοῖς, οἶδεν γὰρ ὑμῶν ὧν χρείαν ἔχετε πρὸ τοῦ ὑμᾶς αἰτῆσαι αὐτόν.",⸀ὁ|πατὴρ,,,
Matt,Matthew,Gospel,6,0.8994,0.0909,0.8081,0.0681,0.0913,False,False,1,divine_reference,Πάτερ ἡμῶν ὁ ἐν τοῖς οὐρανοῖς·,ἡμῶν ὁ ἐν τοῖς οὐρανοῖς·,Πάτερ,,,
Matt,Matthew,Gospel,6,0.9585,0.0502,0.8783,0.1794,0.0802,False,False,2,divine_reference,"ἐὰν γὰρ ἀφῆτε τοῖς ἀνθρώποις τὰ παραπτώματα αὐτῶν, ἀφήσει καὶ ὑμῖν ὁ πατὴρ ὑμῶν ὁ οὐράνιος·","ἐὰν γὰρ ἀφῆτε τοῖς ἀνθρώποις τὰ παραπτώματα αὐτῶν, ἀφήσει καὶ ὑμῖν ὑμῶν ὁ οὐράνιος·",ὁ|πατὴρ,,,
Matt,Matthew,Gospel,6,0.7183,0.3281,0.4521,0.3189,0.2662,True,False,2,divine_reference,"ἐὰν δὲ μὴ ἀφῆτε τοῖς ⸀ἀνθρώποις, οὐδὲ ὁ πατὴρ ὑμῶν ἀφήσει τὰ παραπτώματα ὑμῶν.","ἐὰν δὲ μὴ ἀφῆτε τοῖς ⸀ἀνθρώποις, οὐδὲ ὑμῶν ἀφήσει τὰ παραπτώματα ὑμῶν.",ὁ|πατὴρ,FRAGILE,23,0.2376237623762376
Matt,Matthew,Gospel,6,0.9996,0.0005,0.9986,0.0012,0.0010,False,False,4,divine_reference,"σὺ δὲ νηστεύων ἄλειψαί σου τὴν κεφαλὴν καὶ τὸ πρόσωπόν σου νίψαι, ὅπως μὴ φανῇς τοῖς ἀνθρώποις νηστεύων ἀλλὰ τῷ πατρί σου τῷ ἐν τῷ ⸀κρυφαίῳ·","σὺ δὲ νηστεύων ἄλειψαί σου τὴν κεφαλὴν πρόσωπόν σου νίψαι, ὅπως μὴ φανῇς τοῖς ἀνθρώποις νηστεύων ἀλλὰ σου τῷ ἐν τῷ ⸀κρυφαίῳ·",καὶ|τὸ|τῷ|πατρί,,,
Matt,Matthew,Gospel,6,0.9977,0.0025,0.9620,0.0628,0.0357,False,False,2,divine_reference,καὶ ὁ πατήρ σου ὁ βλέπων ἐν τῷ ⸁κρυφαίῳ ἀποδώσει σοι.,καὶ σου ὁ βλέπων ἐν τῷ ⸁κρυφαίῳ ἀποδώσει σοι.,ὁ|πατήρ,,,
Matt,Matthew,Gospel,6,0.5638,0.1365,0.4496,0.1551,0.1141,True,False,1,divine_reference,οὐ δύνασθε θεῷ δουλεύειν καὶ μαμωνᾷ.,οὐ δύνασθε δουλεύειν καὶ μαμωνᾷ.,θεῷ,FRAGILE,21,0.21782178217821782
Matt,Matthew,Gospel,6,0.5065,0.2275,0.4264,0.3260,0.0802,True,False,2,divine_reference,"ἐμβλέψατε εἰς τὰ πετεινὰ τοῦ οὐρανοῦ ὅτι οὐ σπείρουσιν οὐδὲ θερίζουσιν οὐδὲ συνάγουσιν εἰς ἀποθήκας, καὶ ὁ πατὴρ ὑμῶν ὁ οὐράνιος τρέφει αὐτά·","ἐμβλέψατε εἰς τὰ πετεινὰ τοῦ οὐρανοῦ ὅτι οὐ σπείρουσιν οὐδὲ θερίζουσιν οὐδὲ συνάγουσιν εἰς ἀποθήκας, καὶ ὑμῶν ὁ οὐράνιος τρέφει αὐτά·",ὁ|πατὴρ,FRAGILE,75,0.7524752475247525
Matt,Matthew,Gospel,6,0.5676,0.2209,0.4430,0.2409,0.1246,True,False,2,divine_reference,"εἰ δὲ τὸν χόρτον τοῦ ἀγροῦ σήμερον ὄντα καὶ αὔριον εἰς κλίβανον βαλλόμενον ὁ θεὸς οὕτως ἀμφιέννυσιν, οὐ πολλῷ μᾶλλον ὑμᾶς, ὀλιγόπιστοι;","εἰ δὲ τὸν χόρτον τοῦ ἀγροῦ σήμερον ὄντα καὶ αὔριον εἰς κλίβανον βαλλόμενον οὕτως ἀμφιέννυσιν, οὐ πολλῷ μᾶλλον ὑμᾶς, ὀλιγόπιστοι;",ὁ|θεὸς,FRAGILE,57,0.5742574257425742
Matt,Matthew,Gospel,6,0.9650,0.0338,0.8065,0.1312,0.1585,False,False,2,divine_reference,οἶδεν γὰρ ὁ πατὴρ ὑμῶν ὁ οὐράνιος ὅτι χρῄζετε τούτων ἁπάντων.,οἶδεν γὰρ ὑμῶν ὁ οὐράνιος ὅτι χρῄζετε τούτων ἁπάντων.,ὁ|πατὴρ,,,
Matt,Matthew,Gospel,7,0.7079,0.2700,0.8673,0.1316,-0.1593,False,False,2,holiness,"Μὴ δῶτε τὸ ἅγιον τοῖς κυσίν, μηδὲ βάλητε τοὺς μαργαρίτας ὑμῶν ἔμπροσθεν τῶν χοίρων, μήποτε ⸀καταπατήσουσιν αὐτοὺς ἐν τοῖς ποσὶν αὐτῶν καὶ στραφέντες ῥήξωσιν ὑμᾶς.","Μὴ δῶτε τοῖς κυσίν, μηδὲ βάλητε τοὺς μαργαρίτας ὑμῶν ἔμπροσθεν τῶν χοίρων, μήποτε ⸀καταπατήσουσιν αὐτοὺς ἐν τοῖς ποσὶν αὐτῶν καὶ στραφέντες ῥήξωσιν ὑμᾶς.",τὸ|ἅγιον,,,
Matt,Matthew,Gospel,7,0.9850,0.0269,0.9753,0.0190,0.0098,False,False,2,divine_reference,"εἰ οὖν ὑμεῖς πονηροὶ ὄντες οἴδατε δόματα ἀγαθὰ διδόναι τοῖς τέκνοις ὑμῶν, πόσῳ μᾶλλον ὁ πατὴρ ὑμῶν ὁ ἐν τοῖς οὐρανοῖς δώσει ἀγαθὰ τοῖς αἰτοῦσιν αὐτόν.","εἰ οὖν ὑμεῖς πονηροὶ ὄντες οἴδατε δόματα ἀγαθὰ διδόναι τοῖς τέκνοις ὑμῶν, πόσῳ μᾶλλον ὑμῶν ὁ ἐν τοῖς οὐρανοῖς δώσει ἀγαθὰ τοῖς αἰτοῦσιν αὐτόν.",ὁ|πατὴρ,,,
Matt,Matthew,Gospel,7,0.9392,0.0931,0.8853,0.1261,0.0539,False,False,2,divine_reference,"Κύριε κύριε εἰσελεύσεται εἰς τὴν βασιλείαν τῶν οὐρανῶν, ἀλλ’ ὁ ποιῶν τὸ θέλημα τοῦ πατρός μου τοῦ ἐν ⸀τοῖς οὐρανοῖς.","Κύριε κύριε εἰσελεύσεται εἰς τὴν βασιλείαν τῶν οὐρανῶν, ἀλλ’ ὁ ποιῶν τὸ θέλημα μου τοῦ ἐν ⸀τοῖς οὐρανοῖς.",τοῦ|πατρός,,,
Matt,Matthew,Gospel,8,0.8060,0.1315,0.7044,0.1622,0.1016,False,False,1,faith,"Ἀμὴν λέγω ὑμῖν, ⸂παρ’ οὐδενὶ τοσαύτην πίστιν ἐν τῷ Ἰσραὴλ⸃ εὗρον.","Ἀμὴν λέγω ὑμῖν, ⸂παρ’ οὐδενὶ τοσαύτην ἐν τῷ Ἰσραὴλ⸃ εὗρον.",πίστιν,,,
Matt,Matthew,Gospel,8,0.6533,0.1855,0.3284,0.1770,0.3249,True,False,2,divine_reference,"Κύριε, ἐπίτρεψόν μοι πρῶτον ἀπελθεῖν καὶ θάψαι τὸν πατέρα μου.","Κύριε, ἐπίτρεψόν μοι πρῶτον ἀπελθεῖν καὶ θάψαι μου.",τὸν|πατέρα,FRAGILE,40,0.40594059405940597
Matt,Matthew,Gospel,8,0.9077,0.0797,0.8445,0.1168,0.0632,False,False,2,divine_reference,"Τί ἡμῖν καὶ ⸀σοί, υἱὲ τοῦ θεοῦ;","Τί ἡμῖν καὶ ⸀σοί, υἱὲ",τοῦ|θεοῦ;,,,
Matt,Matthew,Gospel,9,0.9991,0.0018,0.9982,0.0013,0.0009,False,False,2,faith,καὶ ἰδὼν ὁ Ἰησοῦς τὴν πίστιν αὐτῶν εἶπεν τῷ παραλυτικῷ·,καὶ ἰδὼν ὁ Ἰησοῦς αὐτῶν εἶπεν τῷ παραλυτικῷ·,τὴν|πίστιν,,,
Matt,Matthew,Gospel,9,0.9850,0.0250,0.9703,0.0235,0.0147,False,False,2,divine_reference,ἰδόντες δὲ οἱ ὄχλοι ⸀ἐφοβήθησαν καὶ ἐδόξασαν τὸν θεὸν τὸν δόντα ἐξουσίαν τοιαύτην τοῖς ἀνθρώποις.,ἰδόντες δὲ οἱ ὄχλοι ⸀ἐφοβήθησαν καὶ ἐδόξασαν τὸν δόντα ἐξουσίαν τοιαύτην τοῖς ἀνθρώποις.,τὸν|θεὸν,,,
Matt,Matthew,Gospel,9,0.9540,0.0469,0.9629,0.0466,-0.0089,False,False,2,faith,"Θάρσει, θύγατερ· ἡ πίστις σου σέσωκέν σε.","Θάρσει, θύγατερ· σου σέσωκέν σε.",ἡ|πίστις,,,
Matt,Matthew,Gospel,9,0.9259,0.0436,0.9148,0.0707,0.0110,False,False,3,faith,Κατὰ τὴν πίστιν ὑμῶν γενηθήτω ὑμῖν.,ὑμῶν γενηθήτω ὑμῖν.,Κατὰ|τὴν|πίστιν,,,
Matt,Matthew,Gospel,9,0.9977,0.0056,0.9955,0.0071,0.0022,False,False,4,soteriology,"Καὶ περιῆγεν ὁ Ἰησοῦς τὰς πόλεις πάσας καὶ τὰς κώμας, διδάσκων ἐν ταῖς συναγωγαῖς αὐτῶν καὶ κηρύσσων τὸ εὐαγγέλιον τῆς βασιλείας καὶ θεραπεύων πᾶσαν νόσον καὶ πᾶσαν ⸀μαλακίαν.","Καὶ περιῆγεν ὁ Ἰησοῦς τὰς πόλεις πάσας καὶ τὰς κώμας, διδάσκων ἐν ταῖς συναγωγαῖς αὐτῶν καὶ κηρύσσων καὶ θεραπεύων πᾶσαν νόσον καὶ πᾶσαν ⸀μαλακίαν.",τὸ|εὐαγγέλιον|τῆς|βασιλείας,,,
Matt,Matthew,Gospel,10,0.8804,0.1120,0.6404,0.2150,0.2400,False,False,2,divine_reference,οὐ γὰρ ὑμεῖς ἐστε οἱ λαλοῦντες ἀλλὰ τὸ πνεῦμα τοῦ πατρὸς ὑμῶν τὸ λαλοῦν ἐν ὑμῖν.,οὐ γὰρ ὑμεῖς ἐστε οἱ λαλοῦντες ἀλλὰ τὸ πνεῦμα ὑμῶν τὸ λαλοῦν ἐν ὑμῖν.,τοῦ|πατρὸς,,,
Matt,Matthew,Gospel,10,0.9523,0.0672,0.9414,0.0812,0.0109,False,False,1,divine_reference,"παραδώσει δὲ ἀδελφὸς ἀδελφὸν εἰς θάνατον καὶ πατὴρ τέκνον, καὶ ἐπαναστήσονται τέκνα ἐπὶ γονεῖς καὶ θανατώσουσιν αὐτούς.","παραδώσει δὲ ἀδελφὸς ἀδελφὸν εἰς θάνατον καὶ τέκνον, καὶ ἐπαναστήσονται τέκνα ἐπὶ γονεῖς καὶ θανατώσουσιν αὐτούς.",πατὴρ,,,
Matt,Matthew,Gospel,10,0.8474,0.1736,0.6158,0.2259,0.2316,False,False,3,divine_reference,καὶ ἓν ἐξ αὐτῶν οὐ πεσεῖται ἐπὶ τὴν γῆν ἄνευ τοῦ πατρὸς ὑμῶν.,καὶ ἓν ἐξ αὐτῶν οὐ πεσεῖται ἐπὶ τὴν γῆν ὑμῶν.,ἄνευ|τοῦ|πατρὸς,,,
Matt,Matthew,Gospel,10,0.9947,0.0077,0.9865,0.0304,0.0082,False,False,3,divine_reference,"Πᾶς οὖν ὅστις ὁμολογήσει ἐν ἐμοὶ ἔμπροσθεν τῶν ἀνθρώπων, ὁμολογήσω κἀγὼ ἐν αὐτῷ ἔμπροσθεν τοῦ πατρός μου τοῦ ⸀ἐν οὐρανοῖς·","Πᾶς οὖν ὅστις ὁμολογήσει ἐν ἐμοὶ ἔμπροσθεν τῶν ἀνθρώπων, ὁμολογήσω κἀγὼ ἐν αὐτῷ μου τοῦ ⸀ἐν οὐρανοῖς·",ἔμπροσθεν|τοῦ|πατρός,,,
Matt,Matthew,Gospel,10,0.8690,0.2482,0.8571,0.1810,0.0119,False,False,3,divine_reference,"ὅστις ⸂δ’ ἂν⸃ ἀρνήσηταί με ἔμπροσθεν τῶν ἀνθρώπων, ἀρνήσομαι ⸂κἀγὼ αὐτὸν⸃ ἔμπροσθεν τοῦ πατρός μου τοῦ ⸀ἐν οὐρανοῖς.","ὅστις ⸂δ’ ἂν⸃ ἀρνήσηταί με ἔμπροσθεν τῶν ἀνθρώπων, ἀρνήσομαι ⸂κἀγὼ αὐτὸν⸃ μου τοῦ ⸀ἐν οὐρανοῖς.",ἔμπροσθεν|τοῦ|πατρός,,,
Matt,Matthew,Gospel,10,0.9981,0.0026,0.9966,0.0024,0.0015,False,False,6,divine_reference,"ἦλθον γὰρ διχάσαι ἄνθρωπον κατὰ τοῦ πατρὸς αὐτοῦ καὶ θυγατέρα κατὰ τῆς μητρὸς αὐτῆς καὶ νύμφην κατὰ τῆς πενθερᾶς αὐτῆς, καὶ ἐχθροὶ τοῦ ἀνθρώπου οἱ οἰκιακοὶ αὐτοῦ.","ἦλθον γὰρ διχάσαι ἄνθρωπον αὐτοῦ καὶ θυγατέρα κατὰ τῆς μητρὸς αὐτῆς καὶ νύμφην κατὰ τῆς πενθερᾶς αὐτῆς, καὶ ἐχθροὶ τοῦ ἀνθρώπου",κατὰ|τοῦ|πατρὸς|οἱ|οἰκιακοὶ|αὐτοῦ.,,,
Matt,Matthew,Gospel,10,0.9317,0.0735,0.7474,0.1144,0.1844,False,False,2,divine_reference,ὁ φιλῶν πατέρα ἢ μητέρα ὑπὲρ ἐμὲ οὐκ ἔστιν μου ἄξιος·,φιλῶν ἢ μητέρα ὑπὲρ ἐμὲ οὐκ ἔστιν μου ἄξιος·,ὁ|πατέρα,,,
Matt,Matthew,Gospel,11,0.9185,0.0977,0.9736,0.0250,-0.0551,False,False,1,divine_reference,"Ἐξομολογοῦμαί σοι, πάτερ κύριε τοῦ οὐρανοῦ καὶ τῆς γῆς, ὅτι ⸀ἔκρυψας ταῦτα ἀπὸ σοφῶν καὶ συνετῶν, καὶ ἀπεκάλυψας αὐτὰ νηπίοις·","Ἐξομολογοῦμαί σοι, κύριε τοῦ οὐρανοῦ καὶ τῆς γῆς, ὅτι ⸀ἔκρυψας ταῦτα ἀπὸ σοφῶν καὶ συνετῶν, καὶ ἀπεκάλυψας αὐτὰ νηπίοις·",πάτερ,,,
Matt,Matthew,Gospel,11,0.5603,0.1949,0.6610,0.1071,-0.1007,False,False,2,divine_reference,"ναί, ὁ πατήρ, ὅτι οὕτως ⸂εὐδοκία ἐγένετο⸃ ἔμπροσθέν σου.","ναί, ὅτι οὕτως ⸂εὐδοκία ἐγένετο⸃ ἔμπροσθέν σου.","ὁ|πατήρ,",,,
